momentum,low_vol,parkinson_vol,high52,liquidity,train_sharpe,test_sharpe,min_sharpe,train_return,test_return,train_dd,test_dd
0.6,0.0,0.0,0.4,0.0,2.01715572183049,1.6430167612358044,1.6430167612358044,0.583318265639218,0.4610983198546019,-0.3025601807822724,-0.2466438685233916
0.7,0.3,0.0,0.0,0.0,1.9968638501495688,1.6241719159800243,1.6241719159800243,0.5271179900506195,0.42019029180421485,-0.3123168353719442,-0.2507136951412451
0.7,0.2,0.1,0.0,0.0,2.0958022115448363,1.6227142029805328,1.6227142029805328,0.5263661033504983,0.4166745034680075,-0.2373352646615845,-0.2537423039030622
0.6,0.3,0.0,0.0,0.1,1.9974148095406077,1.6205647786076407,1.6205647786076407,0.500176096368588,0.4073109688849097,-0.2373228373344003,-0.23466258448498067
0.5,0.1,0.0,0.4,0.0,1.9929592741981912,1.6118179563214792,1.6118179563214792,0.5129277998464123,0.41716756156225476,-0.23867522924633933,-0.2549426178693699
0.8,0.0,0.0,0.2,0.0,2.184085480687775,1.6097380500395349,1.6097380500395349,0.6313962079790754,0.4597236737153594,-0.26189591013952696,-0.2879688551418641
0.5,0.1,0.1,0.2,0.1,1.7722750821097697,1.6092148353496736,1.6092148353496736,0.39908100814749936,0.3909642124425228,-0.2368473581331475,-0.19324632577179424
0.8,0.0,0.1,0.0,0.1,2.177690920013086,1.6009762073601248,1.6009762073601248,0.6281039510115543,0.42813359662632755,-0.26190677878967883,-0.28094646459249173
0.5,0.3,0.2,0.0,0.0,1.6997292973644502,1.6008200161323736,1.6008200161323736,0.3308341598376652,0.30157543926076213,-0.24898252496735418,-0.19507013522872219
0.4,0.3,0.1,0.2,0.0,1.5964660353610318,1.6382569718173745,1.5964660353610318,0.29738330429093307,0.31214900018059155,-0.22755700352253216,-0.18520623833115335
0.4,0.3,0.0,0.3,0.0,1.761875312776635,1.5953709345512288,1.5953709345512288,0.368285290944524,0.331776065426862,-0.21878509467272544,-0.2153671872978591
0.3,0.0,0.0,0.3,0.4,1.7715064619295298,1.5896569717685451,1.5896569717685451,0.4539193679037805,0.43338725156852265,-0.25248650576560483,-0.23681840001549093
0.7,0.0,0.0,0.2,0.1,2.1445258720202736,1.5886173585274959,1.5886173585274959,0.615534168424938,0.4489910927090375,-0.27042120261752856,-0.2884925294910381
0.6,0.1,0.1,0.1,0.1,2.166405208920975,1.5864822145320152,1.5864822145320152,0.5606372644049296,0.4048181859768323,-0.23735256148814576,-0.24883688966411455
0.6,0.2,0.1,0.1,0.0,2.0588123564728966,1.5839896016680102,1.5839896016680102,0.48300725670777145,0.3831718792789127,-0.21891051304888742,-0.2189263351654248
0.8,0.0,0.2,0.0,0.0,2.047186392705341,1.575502334500299,1.575502334500299,0.5653736333093635,0.4126964110953242,-0.26189339331641626,-0.2653540930929219
0.6,0.1,0.2,0.1,0.0,1.9986059574618964,1.573219715408726,1.573219715408726,0.4706611978738031,0.3628924358809309,-0.24909724672252043,-0.21153428026542742
0.4,0.0,0.0,0.5,0.1,1.7326444626157844,1.5724588647508961,1.5724588647508961,0.45456313416304117,0.4206250723187359,-0.2711626484564733,-0.2431591055126483
0.4,0.1,0.0,0.0,0.5,1.7279091751297826,1.5714363124956066,1.5714363124956066,0.4317012403543965,0.43335582107387083,-0.24926646597187874,-0.270608168237478
0.6,0.2,0.0,0.0,0.2,1.7651133482653456,1.5702282084370722,1.5702282084370722,0.4384343301831024,0.41972351458398527,-0.23368218000716412,-0.2657313953811554
0.6,0.0,0.2,0.2,0.0,2.116700801032741,1.5660297257187186,1.5660297257187186,0.5398246540390432,0.3889642934609763,-0.237348841175273,-0.23335887466475935
0.3,0.1,0.0,0.0,0.6,1.7948257024867265,1.565347222121152,1.565347222121152,0.4182630350595504,0.4234165555465679,-0.25574578196143916,-0.26577652051974454
0.4,0.3,0.0,0.2,0.1,1.6327281954176278,1.5612889620972499,1.5612889620972499,0.3270128815196325,0.33433537415637304,-0.23674662506715505,-0.19729947154172134
0.4,0.0,0.0,0.6,0.0,2.125378075347353,1.5604092652031707,1.5604092652031707,0.6028802528689072,0.40733633362040567,-0.27088824774282116,-0.23742182326308348
